"FM","TR","PM","SZ","AD","INN","DV","RW"
0.986216429469356,1.95654077299426,-0.118765413847799,0.939664249821753,0.85562022918244,12,0.549161489202808,0.0431000697038611
0.627238005255914,1.8796433189337,0.456319221057254,0.0314960969289753,0.744829674710983,2,0.709975309465238,0.0359789635528189
0.735484670231625,2.5,-0.581096037478649,0.112919215311029,0.881123184163705,10,0.399957465830087,0.0306700686576047
0.785261971048832,2.42916885812742,-0.631066924699097,-1.01993624009662,0.833866834925818,5,0.480263147866856,0.0358059008252766
0.457249451730415,1.97732985355771,-0.170994558337374,-0.910644915329086,0.650455001757814,6,0.67635971444065,0.111885956687823
0.34175832905428,2.5,-1.31379262790484,0.430522616982391,0.86313997992909,8,0.519787679448253,0.0380023187734234
0.442839944890366,1.80252281763718,0.381720672412738,-0.527162948974464,0.726127665869145,3,0.810948484961454,0.0678771133216151
0.755605858232509,2.19025425608284,-1.08281277324243,-1.28428447127703,0.902281584925375,5,0.644707690761194,0.0130156717659595
0.164050041880975,1.41272962729513,-1.44719555661132,1.57937122429192,0.925035254656302,6,0.494151714715205,0.043150486520843
0.553109909066644,1.95402403179073,0.479608496531982,-0.47742612262692,0.772721779938791,6,0.903071129436006,0.0608051823361073
0.698626314801317,1.89423366874499,0.349253003078255,-0.717142847428722,0.566955973920517,5,0.599763125422959,0.0321366015752225
0.863650293461322,1.84734573433921,-0.158043879812597,-0.0819952581273828,0.781099405997552,5,0.606669553743244,0.0650807921009322
0.629348857053017,1.84540351017968,-0.108014624721843,-0.66658538431005,0.596236801911063,7,0.703493158403912,0.0702878483008518
0.837025914378528,2.5,-0.670741032656274,0.0361620463042621,0.873087789051543,7,0.653157707671936,0.0314158057247635
0.710372676434941,1.16459331604905,0.147314972892344,1.92208282446551,0.685338852213906,3,0.83437734741701,0.0479716255905431
0.711380535970216,1.32006394549019,-2.55558378307572,0.582889897218152,0.924126482604304,7,0.485428388811898,0.0218442344581598
0.517922636928211,1.41590007898619,-0.469863023220888,0.483204929428281,0.786090729283975,5,0.558222668435035,0.0690691049704091
0.398983560530288,1.20097860909432,-0.860401555559853,-0.828072703506323,0.763758985659871,0,0.723907375221645,0.0757240555474845
0.321164651213466,1.34144564995818,1.4320558796823,-0.637437719124061,0.384758288666994,2,1.01439047306497,0.145959851765932
0.488503239137058,2.18260876738298,-2.25502151906746,-0.262821989361826,0.937788430772227,10,0.435188053132251,0.0272267317491213
0.93706773758539,1.98342423070005,1.47272363915298,-2.60676043091324,0.502893239451933,0,0.880143267082826,0.0703628485317382
0.535759282194763,2.22551715998114,1.35414773132609,0.626235550949607,0.605585725705787,2,0.795324433852531,0.0320444660776447
0.253244654778857,1.20913659781252,0.0281000310571991,-0.581500517662544,0.615882095941915,5,0.891341397070865,0.0751994856871702
0.497976060784572,1.45602746615013,-0.491094322017356,-1.01379008699707,0.583399030815055,0,0.66281176115739,0.060511504710128
0.613399568280813,2.35031097924541,-0.792323634793925,1.08271412562841,0.872597263700221,5,0.637154991864775,0.030411424933644
0.74225816809529,1.68245811297986,0.311282601728577,0.117489588774106,0.663349338409818,1,0.804376614765127,0.0574723425632462
0.673379147656502,2.02155224555953,-0.171062098410398,-0.170148407853746,0.674953222601528,7,0.826044154702669,0.0338233519903137
0.933722969584382,2.13954100690035,0.372401932105546,-0.574297721642622,0.639157778142483,4,0.851936913240064,0.058757334812196
0.808658291012228,1.48490459591269,-0.896665016259125,0.3007173220616,0.823813884990882,9,0.495320552916091,0.047546335205348
0.470583501263241,2.5,-0.334123899265106,-0.484917288565359,0.769735528767716,3,0.713808595415292,0.0397801445341294
0.319865957586033,1.67428138001816,0.56376449392686,-1.80151239901426,0.514420144704989,5,0.779876903735163,0.0591765117699145
0.363777303717351,1.79424674361041,-0.504149596958242,-1.01148058035662,0.690081723334588,6,0.740799546865085,0.0272526368087273
0.619831726240756,1.40132991925464,0.298423494386169,0.965858214843265,0.673160424754844,3,0.790276671996056,0.0847314263035726
0.256337874653891,1.54633199059519,1.09840497944976,1.62432603827591,0.644129753475686,4,1.02819838220499,0.077144310723854
0.933687373563224,2.41674678677272,0.447191691308074,2.41282405851504,0.889217162981749,7,0.473414827402025,0.0379082874940913
0.566270346238217,1.66938059486595,-1.54238977563264,0.444397406558484,0.84266624199294,6,0.630364452601664,0.0427384129559127
0.59172606503873,1.54979751334429,-0.295797246827326,-1.64028026516503,0.713912498881715,3,0.713628980745326,0.0835883093227722
0.413550512788158,1.82525016827489,0.770617969619935,-0.363887927581232,0.489000294374317,5,0.827750623468078,0.0378845863595055
0.852450314379964,2.10187702162557,-0.45395494741452,1.60864521732664,0.866256215804594,10,0.520138614867439,0.0461390409016008
0.62965188311045,1.64756973269469,1.11257640614244,0.102915005997058,0.750996237077628,4,0.751966190528291,0.0561870684915504
0.846017548241142,1.24769026125435,-0.623110062352226,-0.523667939835113,0.778533874909672,5,0.645062995985209,0.0232904917801778
0.436557186757662,2.49971480033385,1.60844874636937,-0.236436227867021,0.363974790682608,1,0.959394619249501,0.0512312177444769
0.631016360437856,1.72270141253167,-0.0494560141323506,-0.110307720559586,0.760132620588295,2,0.677919026870965,0.0310802167830946
0.515031239203342,0.807301865923781,0.803689033647959,-1.86570853042917,0.577840327497124,2,0.858394666946033,0.083550394818085
0.560403110827077,2.30783697089372,0.980177388307372,1.45713098104555,0.76424534516754,3,0.7364955958722,0.0517718955243897
0.274608415170975,1.47908752660181,0.368911327050522,-0.265020434339467,0.583164977267134,4,0.746214839831838,0.0994182638997513
0.872847060053629,0.76699321672065,1.22844268648434,-0.534426491804198,0.53296075277548,3,1.03205143457234,0.0677887847666319
0.50236645768784,1.7755734144972,-0.458200328244595,-2.2053751250371,0.680013795088186,4,0.738111069294577,0.0299470801872849
0.484643403331068,2.04944789713375,1.27306614575005,1.2877594528863,0.73693345842027,3,0.858937319439524,0.0708437600429569
0.67592672124836,1.05728571699506,-0.810810229135617,-1.09446660504239,0.684045219649847,4,0.612903782748892,0.0737431287187239
0.660463409687618,1.57584876580363,0.559256322690613,1.36917406761098,0.744956310098677,2,0.794378891760031,0.0747800166626671
0.26201705850303,2.38830562984359,0.530109537723151,1.91571864844892,0.861199637855032,5,0.599347586021778,0.0238407772823203
0.274375084802717,1.73447424442341,0.219607607812416,1.76037323176755,0.770517731362311,7,0.728734653668799,0.0422830092402579
0.522609892725577,1.30172595504343,-0.206610073489384,-0.963376210855342,0.718912669402954,8,0.636717515797695,0.0679842947475322
0.820220334208863,1.50944617928108,1.53669177637555,-1.29541898780543,0.457577655451371,3,0.905698847473683,0.118266862958561
0.606830316480379,2.1042031897299,1.0018417571792,-1.34409776999948,0.577982907960346,1,0.887121398259717,0.0681046520623278
0.754261984778864,1.80507591810901,-1.21111339056639,-2.62488036399844,0.857575735846774,3,0.457734742595983,0.0340088887921638
0.15585048470825,1.16063146250592,1.01114236853416,-0.450075274880616,0.539328807003844,1,0.884383125137933,0.161671366336155
0.579078006857746,2.5,-1.34442262217483,0.225220759032737,0.920954653248738,7,0.560073530616151,0.0269199423754327
0.7171688913436,1.0150030287847,-0.0575734426356333,0.272606578915953,0.734287435992936,2,0.789304462686566,0.0396190221100895
0.843728141155572,1.24180912492543,0.712391858040186,-0.330136231728267,0.607755206001161,2,0.908517827196945,0.0698427785115077
0.670253002977571,2.47202107010385,0.469962894559186,2.06508344037705,0.879086245249947,8,0.751543784790886,0.0234340667760955
0.527630335217263,2.5,-0.527014679022474,-0.2356386610571,0.862467786581251,4,0.717735544607611,0.028096526325861
0.594189812729866,1.90238100214278,-0.854438103561488,0.619763036611878,0.865357165108881,6,0.447746650541165,0.0494665383799691
0.692812309715696,1.37151796303299,-0.797745757755616,-1.81695976787166,0.692910206406976,5,0.639207882672607,0.0575003792192341
0.754422944119281,1.73175864885681,1.17870223987842,0.157155617559552,0.583054781533202,6,0.679645568518124,0.0817107159338934
0.555390927034657,1.68659541018039,0.529741130394516,-1.36226329102862,0.580991695288809,4,0.792699165708559,0.0516043227130841
0.405652610925983,1.22617397966136,-0.994877640846343,-0.0557523363658692,0.859148502800671,4,0.633725171030271,0.0483192541518174
0.465007767395001,2.23532764364836,-0.44199822091344,0.817965047071149,0.817005170407329,4,0.656826459076734,0.0342860622076272
0.249459648092534,1.62771997512416,0.194232296513419,-1.83040799382837,0.609943283152962,3,0.620457746486783,0.0297248977439063
0.781312943297793,1.25261005312071,-1.7697675614758,-1.81740476328448,0.81693156075122,10,0.51970445906531,0.0381164268226258
0.694645712566088,1.14875461385678,1.67988091097931,-0.35024426312984,0.637015549173866,4,0.904291807591355,0.0434453566972155
0.662972885005828,1.62982130244845,0.29714499401412,1.27565448049896,0.769260431841014,4,0.824405506025862,0.0600668416109557
0.397788753156241,2.5,0.916432666506753,0.661772097208545,0.752409110972728,6,0.699734415724122,0.0385464379682519
0.528832691185855,1.83672950728047,-0.234823429253542,-0.297357988653487,0.840280796114232,11,0.816775395698739,0.043555451784868
0.761272403269561,2.5,-1.3105729364521,0.181716878138766,0.880004999909453,3,0.543128397330132,0.0389256806050069
0.702672176146552,2.5,0.352801165008714,1.25009198639566,0.796227247358278,9,0.86544190830188,0.0221334319852149
0.974598036283147,1.89246924491108,-0.833064928575417,0.532723836795434,0.858274963503678,4,0.636795659622734,0.0431780970569341
0.749631577512051,1.5693237598626,-1.24808059646579,-1.26749949452005,0.799761358723308,5,0.586515004390245,0.0758542870998579
0.363599299472424,1.29086054945791,-2.0289113276806,-1.71987969245111,0.81050681787361,4,0.46277216424827,0.0402493666697103
0.445547868774372,2.47609378136282,-1.73153049590211,-1.41162405719934,0.894428833540395,8,0.609408765049729,0.0315764450242876
0.665674560171181,0.881869318574374,-0.0518864133521954,-0.435805368953783,0.695072681066834,3,0.697632369436346,0.115135763295261
0.490106713183503,0.832109057097022,1.27313076017359,-0.173470074262347,0.596186673685636,1,0.897189957381072,0.125573953691453
0.630698959783098,2.5,-1.20145879326926,-0.269994828742865,0.922184910156009,8,0.615397032586284,0.0456930096932476
0.171714393528645,2.41213335638707,-0.757600446710173,0.104423082029643,0.852014366339089,7,0.580835837310926,0.0333923118653638
0.414759211469404,1.76329980154448,-0.49052829611953,0.239890848189426,0.873133519699631,7,0.746980772495593,0.0465583259055045
0.808434068895969,0.823132895536816,1.63595965062867,-0.449595715420471,0.358230087667322,0,0.873837186918378,0.19023058690009
0.78233150276434,2.5,-0.344635239605946,-1.16059414916716,0.840321030161862,5,0.642801700902696,0.0541148222000959
0.812332973066137,1.73952828850916,0.18244021504753,0.141257193344543,0.770161539231385,5,0.563103757086977,0.038189984482307
0.480882015605805,2.41300005566594,1.19708560010497,-0.181641705514231,0.705002560704122,9,0.785611346822484,0.0503594171465406
0.592066108490354,2.5,-0.243533340355185,0.112523043352599,0.80308458659979,5,0.583233722681936,0.0388436172423854
0.964320321061167,1.48164271784457,-1.02969812437623,-0.405953165071745,0.792449090075242,4,0.588251189363073,0.0367998793703015
0.977879986709187,1.68187160100275,0.525160216695877,-0.518522551114076,0.656652715652884,4,0.615031521555072,0.0623416894352375
0.885629371987755,0.668721449270021,0.171766117689856,0.0338882516991635,0.656615568081873,5,0.763432291916582,0.137957214814461
0.672896208091955,1.36213173059209,-0.986360948644772,-1.32870991794396,0.791306356001151,6,0.632318932869402,0.0393839008582166
0.344369567702931,2.46917655867162,0.383592076126938,-1.98423726897269,0.656756674460584,4,0.755668845710958,0.019682236890601
0.615372107227165,0.753764007745519,-0.552537891544004,-0.53665018556125,0.672324301014566,5,0.78191091820895,0.0590450484854972
0.460492992958436,2.30218066383515,-1.60150438876793,-0.123599697428004,0.906805939502037,3,0.767763150366587,0.0155630041463875
0.782998100242063,2.5,-0.104829985053464,1.33691829373755,0.812968617777146,9,0.615468212493192,0.0168796253761345
0.580850195293274,2.01501446830528,0.534540318411391,-0.261938968739903,0.722341012153387,4,0.692229026857454,0.0696048486130363
0.853076709039291,2.3965801292251,-0.147266605790393,-1.07660848176001,0.845208160397884,13,0.678717595003658,0.0242042234620045
0.582574704358424,1.27391674543038,-0.705179497623414,0.510983201474624,0.748642883306595,3,0.606911251771504,0.0778968688781242
0.500408614949234,1.81877327152957,-0.238012641590277,-0.433993520811232,0.737167676759484,0,0.70876497237932,0.0431236559422568
0.604637248929882,1.23508798375439,-0.0663415097591985,-0.305127055220707,0.668976022613256,7,0.810925784062275,0.0560540821904206
0.8387670019419,2.00107225815625,-0.391719712866541,-0.902698344455934,0.678984340216555,2,0.796637384181362,0.0357034458808878
0.768931824499438,1.6869551995222,0.49462883843743,-0.148467828283798,0.697530815048104,7,0.897722376870215,0.0675788226966903
0.715792534040655,1.54970833044316,-0.340453302659515,-1.35710465380618,0.679664892966323,2,0.65310396856587,0.04587706000696
0.674062206737378,0.987915929704441,1.23926195438566,-0.60509494520994,0.366294933525336,3,0.991298646580052,0.102604903129434
0.729169922819358,1.93434471701332,-1.7446281518935,-0.0459144660251288,0.911878403057246,5,0.504795334684979,0.0274247446463758
0.744271397670728,2.11822969030777,-0.903153327875646,-0.125104583397627,0.874969791878269,14,0.662405312552736,0.0445162883193297
0.672459027385499,2.44594542597712,-1.54711080873053,0.0547413504142006,0.871531930521193,8,0.428597412629354,0.0352987531317387
0.675758694300539,1.26316872753223,-0.899256373141138,0.640139672874752,0.859503319770088,7,0.599515357444371,0.072330370079266
0.694479745190851,1.82213744529928,-0.417921138707145,0.589020021885099,0.809767035740465,4,0.686767640558698,0.040254534010299
0.785815029640996,1.34592863874971,-0.956731926655693,-0.499762630837028,0.8256164525341,5,0.692967390825016,0.0288444599246632
0.152822282485938,2.22661924985536,0.361024409646568,0.690040056302691,0.675494793178855,6,0.668051222138992,0.0277076077606913
0.284226841321049,1.71425730151627,-1.1927594691405,-0.06041794304401,0.873956623267854,6,0.421113242238886,0.0300578423779377
0.470498045307181,2.5,-1.34147683853968,-1.8643365363055,0.754430525445361,3,0.515692069327759,0.0457201704726499
0.820468254470234,1.28679084288829,-0.296679281409207,-1.03912928120377,0.665619040169642,3,0.791655846222877,0.0489607872328989
0.597942515780334,1.61870796617047,0.0181481429727589,-0.270662961072029,0.765950075777768,3,0.808544223070191,0.0565515927834006
0.497234904510269,1.28887609464498,-0.755581475940273,1.22307122142276,0.774864063837748,5,0.634640307902559,0.0739546423320184
0.557081593102656,1.80725023352541,-0.519831875639664,0.792489295251759,0.806578095361426,5,0.567810994263423,0.0322751820828641
0.582672663108428,2.5,0.464046814817019,-0.0100595612715348,0.818566137401882,4,0.768420053961916,0.0389096156048824
0.548938348140557,2.08615744803933,-0.649490871751565,0.189623290811293,0.815819846004969,11,0.767214314711308,0.0307167237583996
0.608815488222888,2.5,-0.860696667749217,0.898781920397205,0.899101894845926,9,0.68331599561166,0.0217669426358569
0.409961978633693,1.88322104898583,-1.82200232602634,-0.326065391119477,0.850521866728565,4,0.557241926051201,0.0348479132600038
0.817502916947552,2.5,0.248817028387371,0.488718524585245,0.821811730502444,2,0.622689055691401,0.0314269023103325
0.474533024981073,1.65102234711703,-0.11743655359066,-0.373659276107921,0.734429622258369,8,0.831286144281519,0.0695277115499027
0.726042158909404,2.5,0.494663777781204,0.45144253922935,0.838533530509718,7,0.813117888479044,0.026140942344383
0.459779443938698,2.5,0.15903965470779,0.229157043794549,0.820938071341303,8,0.89576358029439,0.0467995942607714
0.357089130219706,1.34127981066921,-0.990684894499332,-0.00801329273597102,0.868076001339799,6,0.771080395442365,0.0487307638675222
0.746230695642013,1.89498316434882,0.578719427374503,-0.248616436785859,0.668196777410297,6,0.797625815466528,0.0940065238331028
0.699682048475363,1.14518728208106,-0.451526443245804,-0.0181697852517222,0.766022083260261,9,0.739455421752015,0.0599488889345852
0.940677972897848,2.5,-0.521558394137511,-1.52277351084578,0.752235638021664,3,0.521673670261812,0.0555228070878079
0.860733673986515,1.4246526627341,-0.23274846686216,1.23860270378871,0.792418746901884,6,0.677653373292701,0.0670729694551427
0.738618450316923,2.5,-0.551297119957484,-1.96298960469438,0.716248591182653,4,0.445510228635609,0.0311543067179971
0.377834341409767,2.5,0.347917069751658,-0.964280202323278,0.761353095149556,4,0.717638121708213,0.0239997751169021
0.54189046939816,1.13616859900027,-0.187725716703294,-2.18810865372822,0.556619557472506,3,0.926576983628807,0.0683422496555926
0.521378254240397,1.35271072181534,-1.31193338795886,-0.319774785033731,0.781285729242384,6,0.826540188251396,0.0877700136989944
0.614825479223456,1.45622864315615,0.876084194859746,-0.367246737011348,0.771406797079161,4,1.00851952345765,0.0699964260392502
0.569181518993991,1.51257455200244,-0.553421001769522,-0.104967069674077,0.717579149697961,8,0.885994864657716,0.0710045376219676
0.282387047230668,1.53308903855759,-0.177116759976198,0.38311718339822,0.727868814653538,8,0.602298883509098,0.0693384488880724
0.904365897390582,1.3151098248311,-1.29940228429276,0.431763108795078,0.912813380379538,2,0.46546690998798,0.0537033485187025
0.628087309562174,1.47590933379316,-1.68749545605283,-0.240291155876042,0.785465130284611,6,0.434614873468439,0.046542826544305
0.495270460773143,1.92955191529513,0.987146756744627,1.6900916127281,0.733338295352384,6,0.91451167470192,0.0263385726432889
0.293241284829151,1.6971124535215,1.24591346934234,-1.21586388075419,0.44876251449233,5,1.03067291248853,0.0731232766621399
0.380943423512061,1.4486690903448,0.886884883589903,-0.983591139041365,0.732182135453696,2,0.856071770057156,0.0718670653478579
0.656903948407513,2.5,1.56246788574502,-0.982886771553768,0.52682385369523,2,0.764964614217355,0.0258327941343064
0.440866262415062,1.23483217444238,-1.99728737056675,0.35832054088373,0.888446226756136,12,0.574905798351662,0.0434164094473905
0.687317304856426,1.55194628713544,0.190622580639104,-1.77110958992189,0.530461192730525,11,0.709499891035182,0.0841063150223676
0.837632601377605,2.0867683184652,-0.719528969751524,-0.481387480320383,0.860020315619005,10,0.595529592805081,0.0326694017985436
0.835238142279001,2.5,-0.64627370801298,-2.0900911531982,0.808839551108985,7,0.634919793654275,0.0291400234621283
0.900600467372613,2.00658909384437,0.0480580384280162,0.0378898798254166,0.736070046327323,4,0.715515629416487,0.0562564015512107
0.861324665811663,2.04934100097398,0.325611683581778,-0.388062793062591,0.565564369499145,5,0.733239053180719,0.045486713311992
0.759838420708493,2.5,-1.19014942470338,-0.345270331550578,0.879761030672174,12,0.468219129146702,0.0129266150636342
0.619581196362126,1.25971101062587,0.620437079480271,0.691711741307722,0.581630017003388,3,0.856168026369283,0.133571054254461
0.730557211125604,1.21671151089533,-0.340302059976222,1.86136475748959,0.812958183417994,5,0.767595430746497,0.0601763606121355
0.610270390437943,2.5,0.702546379352848,-1.13457667937675,0.61023892358154,4,0.812134357179495,0.056447683245636
0.606182091107684,2.005013871655,-0.954772600661351,-0.143636090404657,0.789489047649531,6,0.527560525581061,0.0545741180430058
0.561394954378634,1.57203387709815,1.6847822241332,0.623579248339378,0.646737390001435,2,0.809363185306117,0.0249279934309943
0.229049736559872,2.5,-1.06210346620544,-1.28422486654951,0.834458244613548,3,0.74955977986839,0.0315596860844419
0.836229288832732,1.51156478761192,-0.723592077159413,1.25630651602134,0.885622595284011,5,0.430133446071389,0.0337584565326091
0.24709426389205,2.10430638777628,-0.426102364337244,-0.0200523963027957,0.725294476877841,4,0.729466016926164,0.0428157504773019
0.258287164675475,2.37156926522029,-1.69843359204668,1.28463348088427,0.901438657218158,12,0.703058183515492,0.0220541078309941
0.509453612435098,2.04591847624081,0.403104083511232,-1.06328038877051,0.699536544431383,3,0.791575519578581,0.0338011886565618
0.531679062156373,1.48948110506603,-0.747385795657379,-0.359792707806855,0.837925670694071,6,0.783795157973744,0.0616291370031098
0.737974172284052,2.32359731172382,0.0718451638451354,1.98942608942124,0.827267294803979,4,0.639844085597467,0.049336668798871
0.253169729724895,2.5,0.775446799329723,1.228707634073,0.679945252866354,10,0.909908224342665,0.0514633902466868
0.617811408910473,2.36360902685127,-0.0568357183082681,-0.167107520193023,0.84438239659451,2,0.609050710449862,0.0468258764767095
0.816123888168909,1.69455914222278,-0.0130108381887353,-0.586600080829819,0.772720276776652,5,0.80865583648843,0.0364082544366897
0.649483468730188,2.5,-0.825964334287708,0.813635534141831,0.854834525292362,6,0.684437934868883,0.0343655631444296
0.470636148335036,1.70357968355581,0.803453935979988,-0.176651904853617,0.545488339908862,2,0.879334923834943,0.0753634118974376
0.642296006300364,1.19442416060936,1.06064325742552,2.45784566446985,0.709582336068035,4,0.780512612773838,0.0709728361043395
0.677370752878793,2.5,0.687169617549087,0.662405309480056,0.818432747608887,5,0.669774257179095,0.0422065298373713
0.502798222222692,2.17592690892812,-0.562340994573066,0.389226898697133,0.76614873821649,4,0.690536333894782,0.0643600371330291
0.45393476762049,0.979264864053486,1.09918484108898,0.306514821822441,0.532455774521917,4,0.883378116887555,0.118232056650919
0.537863405985446,1.73128568150813,0.0997811318338352,-0.108335015358864,0.777410936700849,7,0.802575350532313,0.0565372234034271
0.842561859564186,1.24368287825302,1.03934275891379,0.475130580690789,0.745110331552798,8,0.732543099401924,0.0917350776335788
0.790450203263129,2.5,-0.376992116748561,0.91917802439187,0.886622468232,4,0.373875452633807,0.0279726599412629
0.815077498461131,2.06064453684821,-0.015024964319917,0.293537520627644,0.786719928483393,3,0.722852491408707,0.0867084725933101
0.780643377978202,0.891095227754677,-1.63811772246845,1.8348974027243,0.930435031266287,11,0.528540703703164,0.0258380086533051
0.521835563300226,1.86598462892909,0.351075949424544,-0.704015138974827,0.651845630582573,3,0.794957218855152,0.0457421077131376
0.355655036683115,2.26531080779796,0.440390570823848,-0.74938077551754,0.680604612288441,11,0.863911447516055,0.0548116977523973
0.616367844209593,0.863521550579099,1.23713229233783,-0.193141017179397,0.503447883180812,9,1.01218597720364,0.0566171406534234
0.278745198460831,1.10721796152406,-2.4210027530215,0.243083825406186,0.915512129884411,7,0.525027712508398,0.0911879306203088
0.734040674139279,2.33182544512607,0.72132332080095,1.61203260475897,0.85407152338967,2,0.748214575085989,0.0357734998897316
0.813786578603179,1.69598922557463,1.01273737292743,-2.15395242843124,0.690842612535741,4,0.763972567995295,0.0315781014752598
0.727794439736882,2.30411249115895,-0.250983477285982,-0.642641807869956,0.801455819044477,6,0.636750821950983,0.0342023298745108
0.63707384178039,1.83096919492151,-0.545035909860291,-1.31248386825791,0.734051775753952,10,0.510732416850437,0.0347307737076131
0.360966540872639,0.930406733614563,-1.70237704074937,1.07947454819702,0.881277463485248,8,0.561523828666433,0.0367543164877084
0.717896494962835,2.5,0.572665987521775,0.658110681625583,0.679419231598817,10,0.690851498333482,0.0508129372475509
0.698477127551922,2.3031208049811,1.68125336985852,-0.701159800368914,0.561988308786476,8,0.938121306152497,0.0346256958460193
0.545068031017914,2.5,-0.929456205518724,-1.63708160476146,0.80604297822188,6,0.532514841836793,0.0143823577363547
0.607679876838212,1.99407466331184,1.01893485384677,0.592408558646549,0.712155371882046,3,0.677224364855881,0.0529495728748253
0.471662309804741,1.77947348468108,0.457180172960369,0.705042123641785,0.741224709179897,5,0.962304269006764,0.0501130761680681
0.918198869908617,0.956918617158898,1.74245221632509,1.85999393391114,0.5865557693517,3,0.942544962613021,0.126754385027162
0.741557238531947,1.03023673556854,-0.767990230766158,-1.05737837271912,0.770620137381427,2,0.605353583394461,0.0503200804237111
0.713890662895518,1.93513071158902,1.24084488965973,-1.14268290059408,0.608398236057803,2,0.744294652039655,0.0620466265124428
0.732636349439576,2.11892120289563,0.165346856653386,-1.36008889241361,0.618268198853852,5,0.636116498933511,0.0582190934102037
0.964156266751143,2.39231523744799,0.0926849185844365,1.57034934407283,0.86560400263074,9,0.456613364021085,0.0400875901714274
0.630314366926321,1.88677730870083,-0.924533414234418,-2.00100307703799,0.721564605383938,5,0.651796255606871,0.0586561696072534
0.704020660593324,0.968189301351665,1.98705158749544,0.453325450664487,0.641896743394605,4,0.854759134528906,0.0798551736279355
0.369944061234731,1.27574327215174,0.498834394966019,-0.312170732642714,0.611985499353392,2,0.678187293796204,0.158233907258615
0.383773727609675,1.3230725147458,0.969296794469868,-0.275440946015991,0.561283400826094,6,0.893385541181301,0.0709256010485167
0.742585466568009,2.5,0.724841923903127,-0.367484364723672,0.765925139822217,8,0.706527998339456,0.0343124773303032
0.409970265406567,1.28149512768488,0.955362181839065,0.0327862849491563,0.649550605314993,3,0.940465317957071,0.0580383234233846
0.660632244679621,1.57902313904511,-0.138170569269794,0.785439676265423,0.586878775515065,3,0.877199949333272,0.0334767517134231
0.185130424654595,1.39905795924013,-1.38780797129045,0.0379694004737574,0.800462627792719,3,0.507986842965149,0.0767548581141933
0.29243303643691,2.5,-0.530802285796983,-0.698246794323635,0.856290570931291,5,0.765375329582086,0.0173032022951432
0.817541708376248,1.65500013452296,-0.729229046178736,-0.486461059646486,0.774290462107003,3,0.474669216524901,0.0571390038612601
0.737217202885262,2.5,-0.815025176624338,-1.49346270726429,0.804534863305894,8,0.506209008768837,0.0329248313565017
0.637906302324795,1.64555257864682,0.235734832984994,0.063510888975809,0.865911158328713,8,0.67336541109362,0.0756105027192943
0.405800513623359,2.19002968311744,-0.680549931330664,-1.17885296927051,0.738914694313308,8,0.707821263849064,0.0495793911916986
0.710162847629803,2.5,0.55659439753753,1.67858951172711,0.799230268712449,7,0.696688706632127,0.0416700497536796
0.77616710133812,1.98437580407792,-0.82906881346736,0.651643409670468,0.895491700641016,7,0.532336272695108,0.0381473078860148
0.588563318138797,1.71356450297259,-1.28872689075037,-0.743751925338202,0.761685610408643,8,0.688236215651315,0.0580195150564333
